# x, y, theta, v_l, v_r
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.00, 1.571, 0.00, 0.00
50.00, 250.01, 1.585, 0.00, 1.47
50.00, 250.01, 1.615, -1.47, 1.47
50.00, 250.01, 1.644, -1.47, 1.47
50.00, 250.01, 1.673, -1.47, 1.47
50.00, 250.01, 1.703, -1.47, 1.47
50.00, 250.01, 1.732, -1.47, 1.47
50.00, 250.01, 1.761, -1.47, 1.47
50.00, 250.01, 1.791, -1.47, 1.47
50.00, 250.01, 1.820, -1.47, 1.47
50.00, 250.01, 1.849, -1.47, 1.47
50.00, 250.01, 1.879, -1.47, 1.47
50.00, 250.01, 1.908, -1.47, 1.47
50.00, 250.01, 1.937, -1.47, 1.47
50.00, 250.01, 1.967, -1.47, 1.47
50.00, 250.01, 1.996, -1.47, 1.47
50.00, 250.01, 2.025, -1.47, 1.47
50.00, 250.01, 2.055, -1.47, 1.47
50.00, 250.01, 2.084, -1.47, 1.47
50.00, 250.01, 2.113, -1.47, 1.47
50.00, 250.01, 2.143, -1.47, 1.47
50.00, 250.01, 2.172, -1.47, 1.47
50.00, 250.01, 2.201, -1.47, 1.47
50.00, 250.01, 2.231, -1.47, 1.47
50.00, 250.01, 2.260, -1.47, 1.47
50.00, 250.01, 2.289, -1.47, 1.47
50.00, 250.01, 2.319, -1.47, 1.47
50.00, 250.01, 2.348, -1.47, 1.47
50.00, 250.01, 2.377, -1.47, 1.47
50.00, 250.01, 2.407, -1.47, 1.47
50.00, 250.01, 2.436, -1.47, 1.47
50.00, 250.01, 2.465, -1.47, 1.47
50.00, 250.01, 2.495, -1.47, 1.47
50.00, 250.01, 2.524, -1.47, 1.47
50.00, 250.01, 2.553, -1.47, 1.47
50.00, 250.01, 2.583, -1.47, 1.47
50.00, 250.01, 2.612, -1.47, 1.47
50.00, 250.01, 2.641, -1.47, 1.47
50.00, 250.01, 2.671, -1.47, 1.47
50.00, 250.01, 2.700, -1.47, 1.47
50.00, 250.01, 2.729, -1.47, 1.47
50.00, 250.01, 2.758, -1.47, 1.47
50.00, 250.01, 2.788, -1.47, 1.47
50.00, 250.01, 2.817, -1.47, 1.47
50.00, 250.01, 2.846, -1.47, 1.47
50.00, 250.01, 2.876, -1.47, 1.47
50.00, 250.01, 2.905, -1.47, 1.47
50.00, 250.01, 2.934, -1.47, 1.47
50.00, 250.01, 2.964, -1.47, 1.47
50.00, 250.01, 2.993, -1.47, 1.47
50.00, 250.01, 3.022, -1.47, 1.47
50.00, 250.01, 3.052, -1.47, 1.47
50.00, 250.01, 3.081, -1.47, 1.47
50.00, 250.01, 3.110, -1.47, 1.47
50.00, 250.01, 3.140, -1.47, 1.47
50.00, 250.01, -3.114, -1.47, 1.47
50.00, 250.01, -3.085, -1.47, 1.47
50.00, 250.01, -3.055, -1.47, 1.47
50.00, 250.01, -3.026, -1.47, 1.47
50.00, 250.01, -2.992, -1.47, 1.96
50.00, 250.01, -2.958, -1.47, 1.96
49.99, 250.01, -2.924, -1.47, 1.96
49.99, 250.01, -2.889, -1.47, 1.96
49.99, 250.00, -2.855, -1.47, 1.96
49.99, 250.00, -2.821, -1.47, 1.96
49.98, 250.00, -2.787, -1.47, 1.96
49.98, 250.00, -2.752, -1.47, 1.96
49.98, 250.00, -2.718, -1.47, 1.96
49.98, 250.00, -2.684, -1.47, 1.96
49.97, 250.00, -2.650, -1.47, 1.96
49.97, 250.00, -2.616, -1.47, 1.96
49.97, 250.00, -2.581, -1.47, 1.96
49.97, 249.99, -2.547, -1.47, 1.96
49.97, 249.99, -2.513, -1.47, 1.96
49.96, 249.99, -2.479, -1.47, 1.96
49.96, 249.99, -2.445, -1.47, 1.96
49.96, 249.99, -2.410, -1.47, 1.96
49.96, 249.99, -2.376, -1.47, 1.96
49.96, 249.98, -2.342, -1.47, 1.96
49.96, 249.98, -2.308, -1.47, 1.96
49.95, 249.98, -2.273, -1.47, 1.96
49.95, 249.98, -2.239, -1.47, 1.96
49.95, 249.98, -2.205, -1.47, 1.96
49.95, 249.97, -2.171, -1.47, 1.96
49.95, 249.97, -2.137, -1.47, 1.96
49.95, 249.97, -2.102, -1.47, 1.96
49.95, 249.97, -2.068, -1.47, 1.96
49.94, 249.97, -2.034, -1.47, 1.96
49.94, 249.96, -2.000, -1.47, 1.96
49.94, 249.96, -1.966, -1.47, 1.96
49.94, 249.96, -1.931, -1.47, 1.96
49.94, 249.96, -1.897, -1.47, 1.96
49.94, 249.95, -1.863, -1.47, 1.96
49.94, 249.95, -1.829, -1.47, 1.96
49.94, 249.95, -1.795, -1.47, 1.96
49.94, 249.95, -1.760, -1.47, 1.96
49.94, 249.95, -1.726, -1.47, 1.96
49.94, 249.94, -1.692, -1.47, 1.96
49.94, 249.94, -1.658, -1.47, 1.96
49.94, 249.94, -1.623, -1.47, 1.96
49.94, 249.94, -1.589, -1.47, 1.96
49.94, 249.93, -1.555, -1.47, 1.96
49.94, 249.93, -1.521, -1.47, 1.96
49.94, 249.93, -1.487, -1.47, 1.96
49.94, 249.93, -1.452, -1.47, 1.96
49.94, 249.92, -1.418, -1.47, 1.96
49.94, 249.92, -1.384, -1.47, 1.96
49.94, 249.92, -1.350, -1.47, 1.96
49.94, 249.92, -1.316, -1.47, 1.96
49.94, 249.91, -1.281, -1.47, 1.96
49.94, 249.91, -1.247, -1.47, 1.96
49.94, 249.91, -1.213, -1.47, 1.96
49.94, 249.91, -1.179, -1.47, 1.96
49.94, 249.90, -1.144, -1.47, 1.96
49.94, 249.90, -1.110, -1.47, 1.96
49.95, 249.90, -1.076, -1.47, 1.96
49.95, 249.90, -1.042, -1.47, 1.96
49.95, 249.90, -1.008, -1.47, 1.96
49.95, 249.89, -0.973, -1.47, 1.96
49.95, 249.89, -0.939, -1.47, 1.96
49.95, 249.89, -0.905, -1.47, 1.96
49.95, 249.89, -0.871, -1.47, 1.96
49.96, 249.89, -0.837, -1.47, 1.96
49.96, 249.89, -0.802, -1.47, 1.96
49.96, 249.88, -0.768, -1.47, 1.96
49.96, 249.88, -0.734, -1.47, 1.96
49.96, 249.88, -0.700, -1.47, 1.96
49.96, 249.88, -0.665, -1.47, 1.96
49.97, 249.88, -0.631, -1.47, 1.96
49.97, 249.88, -0.597, -1.47, 1.96
49.97, 249.87, -0.563, -1.47, 1.96
49.97, 249.87, -0.529, -1.47, 1.96
49.97, 249.87, -0.494, -1.47, 1.96
49.98, 249.87, -0.460, -1.47, 1.96
49.98, 249.87, -0.426, -1.47, 1.96
49.98, 249.87, -0.392, -1.47, 1.96
49.98, 249.87, -0.358, -1.47, 1.96
49.99, 249.87, -0.323, -1.47, 1.96
49.99, 249.87, -0.289, -1.47, 1.96
49.99, 249.87, -0.255, -1.47, 1.96
49.99, 249.87, -0.221, -1.47, 1.96
49.99, 249.87, -0.186, -1.47, 1.96
50.00, 249.87, -0.152, -1.47, 1.96
50.00, 249.87, -0.118, -1.47, 1.96
50.00, 249.87, -0.084, -1.47, 1.96
50.00, 249.87, -0.050, -1.47, 1.96
50.01, 249.87, -0.015, -1.47, 1.96
50.01, 249.87, 0.019, -1.47, 1.96
50.01, 249.87, 0.053, -1.47, 1.96
50.01, 249.87, 0.087, -1.47, 1.96
50.02, 249.87, 0.121, -1.47, 1.96
50.02, 249.87, 0.156, -1.47, 1.96
50.02, 249.87, 0.190, -1.47, 1.96
50.02, 249.87, 0.224, -1.47, 1.96
50.03, 249.87, 0.258, -1.47, 1.96
50.03, 249.87, 0.292, -1.47, 1.96
50.03, 249.87, 0.327, -1.47, 1.96
50.03, 249.87, 0.361, -1.47, 1.96
50.04, 249.87, 0.395, -1.47, 1.96
50.04, 249.87, 0.429, -1.47, 1.96
50.04, 249.87, 0.464, -1.47, 1.96
50.04, 249.88, 0.498, -1.47, 1.96
50.04, 249.88, 0.532, -1.47, 1.96
50.05, 249.88, 0.566, -1.47, 1.96
50.05, 249.88, 0.600, -1.47, 1.96
50.05, 249.88, 0.635, -1.47, 1.96
50.05, 249.88, 0.669, -1.47, 1.96
50.05, 249.88, 0.703, -1.47, 1.96
50.06, 249.89, 0.737, -1.47, 1.96
50.06, 249.89, 0.771, -1.47, 1.96
50.06, 249.89, 0.806, -1.47, 1.96
50.06, 249.89, 0.840, -1.47, 1.96
50.06, 249.89, 0.874, -1.47, 1.96
50.06, 249.89, 0.908, -1.47, 1.96
50.07, 249.90, 0.943, -1.47, 1.96
50.07, 249.90, 0.977, -1.47, 1.96
50.07, 249.90, 1.011, -1.47, 1.96
50.07, 249.90, 1.045, -1.47, 1.96
50.07, 249.91, 1.079, -1.47, 1.96
50.07, 249.91, 1.114, -1.47, 1.96
50.07, 249.91, 1.148, -1.47, 1.96
50.07, 249.91, 1.182, -1.47, 1.96
50.08, 249.91, 1.216, -1.47, 1.96
50.08, 249.92, 1.250, -1.47, 1.96
50.08, 249.92, 1.285, -1.47, 1.96
50.08, 249.92, 1.319, -1.47, 1.96
50.08, 249.92, 1.353, -1.47, 1.96
50.08, 249.93, 1.387, -1.47, 1.96
50.08, 249.93, 1.422, -1.47, 1.96
50.08, 249.93, 1.456, -1.47, 1.96
50.08, 249.93, 1.490, -1.47, 1.96
50.08, 249.94, 1.524, -1.47, 1.96
50.08, 249.94, 1.558, -1.47, 1.96
50.08, 249.94, 1.593, -1.47, 1.96
50.08, 249.94, 1.627, -1.47, 1.96
50.08, 249.95, 1.661, -1.47, 1.96
50.08, 249.95, 1.695, -1.47, 1.96
50.08, 249.95, 1.729, -1.47, 1.96
50.08, 249.95, 1.764, -1.47, 1.96
50.08, 249.95, 1.793, -1.47, 1.47
50.08, 249.95, 1.822, -1.47, 1.47
50.08, 249.95, 1.852, -1.47, 1.47
50.08, 249.95, 1.881, -1.47, 1.47
50.08, 249.95, 1.910, -1.47, 1.47
50.08, 249.95, 1.940, -1.47, 1.47
50.08, 249.95, 1.969, -1.47, 1.47
50.08, 249.95, 1.998, -1.47, 1.47
50.08, 249.95, 2.028, -1.47, 1.47
50.08, 249.95, 2.057, -1.47, 1.47
50.08, 249.95, 2.086, -1.47, 1.47
50.08, 249.95, 2.116, -1.47, 1.47
50.08, 249.95, 2.145, -1.47, 1.47
50.08, 249.95, 2.174, -1.47, 1.47
50.08, 249.95, 2.204, -1.47, 1.47
50.08, 249.95, 2.233, -1.47, 1.47
50.08, 249.95, 2.262, -1.47, 1.47
50.08, 249.95, 2.292, -1.47, 1.47
50.08, 249.95, 2.321, -1.47, 1.47
50.08, 249.95, 2.350, -1.47, 1.47
50.08, 249.95, 2.379, -1.47, 1.47
50.08, 249.95, 2.409, -1.47, 1.47
50.08, 249.95, 2.438, -1.47, 1.47
50.08, 249.95, 2.467, -1.47, 1.47
50.08, 249.95, 2.497, -1.47, 1.47
50.08, 249.95, 2.526, -1.47, 1.47
50.08, 249.95, 2.555, -1.47, 1.47
50.08, 249.95, 2.585, -1.47, 1.47
50.08, 249.95, 2.614, -1.47, 1.47
50.08, 249.95, 2.643, -1.47, 1.47
50.08, 249.95, 2.673, -1.47, 1.47
50.08, 249.95, 2.702, -1.47, 1.47
50.08, 249.95, 2.731, -1.47, 1.47
50.08, 249.95, 2.761, -1.47, 1.47
50.08, 249.95, 2.790, -1.47, 1.47
50.08, 249.95, 2.819, -1.47, 1.47
50.08, 249.95, 2.849, -1.47, 1.47
50.08, 249.95, 2.878, -1.47, 1.47
50.08, 249.95, 2.907, -1.47, 1.47
50.08, 249.95, 2.937, -1.47, 1.47
50.08, 249.95, 2.966, -1.47, 1.47
50.08, 249.95, 2.995, -1.47, 1.47
50.08, 249.95, 3.025, -1.47, 1.47
50.08, 249.95, 3.054, -1.47, 1.47
50.08, 249.95, 3.083, -1.47, 1.47
50.08, 249.95, 3.113, -1.47, 1.47
50.08, 249.95, -3.141, -1.47, 1.47
50.08, 249.95, -3.112, -1.47, 1.47
50.08, 249.95, -3.083, -1.47, 1.47
50.08, 249.95, -3.053, -1.47, 1.47
50.08, 249.95, -3.024, -1.47, 1.47
50.08, 249.95, -2.995, -1.47, 1.47
50.08, 249.95, -2.965, -1.47, 1.47
50.08, 249.95, -2.936, -1.47, 1.47
50.08, 249.95, -2.907, -1.47, 1.47
50.08, 249.95, -2.877, -1.47, 1.47
50.08, 249.95, -2.848, -1.47, 1.47
50.08, 249.95, -2.819, -1.47, 1.47
50.08, 249.95, -2.789, -1.47, 1.47
50.08, 249.95, -2.760, -1.47, 1.47
50.08, 249.95, -2.731, -1.47, 1.47
50.08, 249.95, -2.701, -1.47, 1.47
50.08, 249.95, -2.672, -1.47, 1.47
50.08, 249.95, -2.643, -1.47, 1.47
50.08, 249.95, -2.613, -1.47, 1.47
50.08, 249.95, -2.584, -1.47, 1.47
50.08, 249.95, -2.555, -1.47, 1.47
50.08, 249.95, -2.525, -1.47, 1.47
50.08, 249.95, -2.496, -1.47, 1.47
50.08, 249.95, -2.467, -1.47, 1.47
50.08, 249.95, -2.437, -1.47, 1.47
50.08, 249.95, -2.408, -1.47, 1.47
50.08, 249.95, -2.379, -1.47, 1.47
50.08, 249.95, -2.349, -1.47, 1.47
50.08, 249.95, -2.320, -1.47, 1.47
50.08, 249.95, -2.291, -1.47, 1.47
50.08, 249.95, -2.261, -1.47, 1.47
50.08, 249.95, -2.232, -1.47, 1.47
50.08, 249.95, -2.203, -1.47, 1.47
50.08, 249.95, -2.173, -1.47, 1.47
50.08, 249.95, -2.144, -1.47, 1.47
50.08, 249.95, -2.115, -1.47, 1.47
50.08, 249.95, -2.086, -1.47, 1.47
50.08, 249.95, -2.056, -1.47, 1.47
50.08, 249.95, -2.027, -1.47, 1.47
50.08, 249.95, -1.998, -1.47, 1.47
50.08, 249.95, -1.968, -1.47, 1.47
50.08, 249.95, -1.939, -1.47, 1.47
50.08, 249.95, -1.910, -1.47, 1.47
50.08, 249.95, -1.880, -1.47, 1.47
50.08, 249.95, -1.851, -1.47, 1.47
50.08, 249.95, -1.822, -1.47, 1.47
50.08, 249.95, -1.792, -1.47, 1.47
50.08, 249.95, -1.763, -1.47, 1.47
50.08, 249.95, -1.734, -1.47, 1.47
50.08, 249.95, -1.704, -1.47, 1.47
50.08, 249.95, -1.675, -1.47, 1.47
50.08, 249.95, -1.646, -1.47, 1.47
50.08, 249.95, -1.616, -1.47, 1.47
50.08, 249.95, -1.587, -1.47, 1.47
50.08, 249.95, -1.558, -1.47, 1.47
50.08, 249.95, -1.528, -1.47, 1.47
50.08, 249.95, -1.499, -1.47, 1.47
50.08, 249.95, -1.470, -1.47, 1.47
50.08, 249.95, -1.440, -1.47, 1.47
50.08, 249.95, -1.411, -1.47, 1.47
50.08, 249.95, -1.382, -1.47, 1.47
50.08, 249.95, -1.352, -1.47, 1.47
50.08, 249.95, -1.323, -1.47, 1.47
50.08, 249.95, -1.294, -1.47, 1.47
50.08, 249.95, -1.264, -1.47, 1.47
